org:group,resource country,org:resource,oranization country,org:role,concept:name,impact,product,time:timestamp,lifecycle:transition,case:concept:name
Org line C,Sweden,John,se,C_6,Accepted,Low,PROD660,2012-03-01 14:10:13+00:00,In Progress,1-690931471
Org line C,Sweden,John,se,C_6,Queued,Low,PROD660,2012-03-02 12:10:31+00:00,Awaiting Assignment,1-690931471
Org line C,Sweden,John,se,C_6,Accepted,Low,PROD660,2012-03-02 13:50:24+00:00,In Progress,1-690931471
Org line C,Sweden,John,se,C_6,Completed,Low,PROD660,2012-03-05 14:26:08+00:00,Closed,1-690931471
Org line G4,Sweden,Bharath,se,,Accepted,High,PROD397,2012-03-01 16:18:31+00:00,In Progress,1-691031201
Org line G4,Sweden,Bharath,se,,Completed,High,PROD397,2012-03-01 16:18:58+00:00,Closed,1-691031201
Org line G4,Sweden,Ing-Marie,se,,Accepted,Major,PROD221,2012-03-01 19:13:08+00:00,In Progress,1-691093464
Org line G4,Sweden,Ing-Marie,se,,Completed,Major,PROD221,2012-03-01 19:32:06+00:00,Closed,1-691093464
Org line G4,Sweden,Ing-Marie,se,,Accepted,Major,PROD221,2012-03-09 16:05:39+00:00,In Progress,1-691093464
Org line G4,Sweden,Ing-Marie,se,,Queued,Major,PROD221,2012-03-09 16:14:47+00:00,Awaiting Assignment,1-691093464
Org line A2,Sweden,Dusan,se,A2_3,Accepted,Major,PROD617,2012-03-01 23:45:27+00:00,In Progress,1-691146566
Org line A2,Sweden,Dusan,se,A2_3,Completed,Major,PROD617,2012-04-26 16:59:04+00:00,Closed,1-691146566
Org line C,USA,Robert,us,E_4,Accepted,High,PROD412,2012-03-02 08:32:14+00:00,In Progress,1-691786096
Org line C,USA,Robert,us,E_4,Queued,High,PROD412,2012-03-02 08:32:44+00:00,Awaiting Assignment,1-691786096
Org line C,Sweden,Jörgen,us,E_4,Accepted,High,PROD412,2012-03-13 11:38:55+00:00,Assigned,1-691786096
Org line C,Sweden,Jörgen,us,E_4,Accepted,High,PROD412,2012-03-13 13:53:26+00:00,Assigned,1-691786096
Org line C,Sweden,Jörgen,us,E_4,Completed,High,PROD412,2012-03-29 15:18:58+00:00,Closed,1-691786096
Org line C,Sweden,Jonas,in,E_8,Accepted,Major,PROD473,2012-03-29 09:21:22+00:00,Assigned,1-691786330
Org line C,Sweden,Jonas,in,E_8,Completed,Major,PROD473,2012-03-30 11:02:03+00:00,Closed,1-691786330
Org line C,Sweden,Jonas,in,E_8,Accepted,High,PROD473,2012-03-02 09:41:45+00:00,In Progress,1-691832225
Org line C,Sweden,Jonas,in,E_8,Completed,High,PROD473,2012-03-28 11:20:47+00:00,Closed,1-691832225
Org line C,Sweden,Jörgen,us,E_4,Accepted,High,PROD348,2012-03-05 16:28:53+00:00,In Progress,1-693357728
Org line C,Sweden,Jörgen,us,E_4,Completed,High,PROD348,2012-03-29 15:12:42+00:00,Closed,1-693357728
Org line C,Sweden,Praveen,in,E_10,Queued,Medium,PROD802,2012-03-12 14:29:46+00:00,Awaiting Assignment,1-693595201
Org line G4,Sweden,David,se,,Accepted,High,PROD412,2012-03-06 14:08:23+00:00,In Progress,1-693895885
Org line G4,Sweden,David,se,,Accepted,High,PROD412,2012-03-07 09:06:13+00:00,Assigned,1-693895885
Org line G4,Sweden,David,se,,Accepted,High,PROD412,2012-04-17 21:30:19+00:00,In Progress,1-693895885
Org line G4,Sweden,David,se,,Completed,High,PROD412,2012-04-17 21:30:21+00:00,Closed,1-693895885
Org line B,INDIA,Ganesh,in,C_6,Accepted,High,PROD802,2012-03-07 08:35:03+00:00,In Progress,1-694222066
Org line B,INDIA,Ganesh,in,C_6,Queued,High,PROD802,2012-03-07 08:43:10+00:00,Awaiting Assignment,1-694222066
Org line B,INDIA,Anandgiri,in,C_6,Accepted,High,PROD802,2012-04-27 11:11:17+00:00,In Progress,1-694222066
Org line C,Sweden,Praveen,in,E_10,Queued,High,PROD802,2012-04-27 11:11:56+00:00,Awaiting Assignment,1-694222066
Org line C,Sweden,Gaurav,in,E_10,Accepted,High,PROD802,2012-05-10 14:47:34+00:00,Assigned,1-694222066
Org line C,Sweden,Gaurav,in,E_10,Accepted,High,PROD802,2012-05-10 16:10:34+00:00,In Progress,1-694222066
Org line C,Sweden,Gaurav,in,E_10,Completed,High,PROD802,2012-05-10 16:11:04+00:00,Closed,1-694222066
Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-07 14:15:19+00:00,In Progress,1-694385837
Org line C,INDIA,Hineesh,us,E_4,Completed,Major,PROD793,2012-03-09 08:57:30+00:00,Closed,1-694385837
Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-26 13:48:52+00:00,In Progress,1-694385837
Org line C,INDIA,Hineesh,us,E_4,Completed,Major,PROD793,2012-03-26 13:49:58+00:00,Closed,1-694385837
Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-28 13:46:45+00:00,In Progress,1-694385837
Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-28 13:48:55+00:00,In Progress,1-694385837
Org line C,INDIA,Hineesh,us,E_4,Completed,Major,PROD793,2012-03-28 13:48:56+00:00,Closed,1-694385837
Org line C,INDIA,Hineesh,us,E_4,Accepted,Major,PROD793,2012-03-28 14:00:52+00:00,In Progress,1-694385837
Org line C,INDIA,Hineesh,us,E_4,Completed,Major,PROD793,2012-03-28 17:42:57+00:00,Closed,1-694385837
Org line A2,Sweden,Kristina,se,A2_3,Accepted,Medium,PROD231,2012-03-07 14:24:22+00:00,In Progress,1-694420679
Org line A2,Sweden,Kristina,se,A2_3,Completed,Medium,PROD231,2012-04-11 14:36:11+00:00,Closed,1-694420679
Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2012-03-08 10:24:42+00:00,In Progress,1-694794065
Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2012-03-08 10:26:18+00:00,Assigned,1-694794065
Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2012-03-08 12:37:47+00:00,In Progress,1-694794065
Org line G4,Sweden,Roland,se,,Completed,Medium,PROD374,2012-03-22 14:27:32+00:00,Closed,1-694794065
Org line A2,Sweden,Ann-Charlotte,se,A2_3,Accepted,Low,PROD368,2012-03-08 10:58:51+00:00,In Progress,1-694808152
Org line A2,Sweden,Ann-Charlotte,se,A2_3,Completed,Low,PROD368,2012-03-22 15:54:52+00:00,Closed,1-694808152
Org line A2,Sweden,Tomas,cn,A2_2,Queued,Medium,PROD681,2012-03-08 16:17:46+00:00,Awaiting Assignment,1-694899814
Org line A2,Sweden,Tomas,cn,A2_2,Accepted,Medium,PROD681,2012-05-03 09:16:50+00:00,In Progress,1-694899814
Org line A2,Sweden,Tomas,cn,A2_2,Completed,Medium,PROD681,2012-05-03 09:20:09+00:00,Closed,1-694899814
Org line C,Sweden,Rakesh,se,E_10,Accepted,Medium,PROD659,2012-03-09 15:17:58+00:00,In Progress,1-695486321
Org line C,Sweden,Rakesh,se,E_10,Queued,Medium,PROD659,2012-03-09 17:27:40+00:00,Awaiting Assignment,1-695486321
Org line G3,POLAND,Ewa,us,,Accepted,Medium,PROD98,2012-03-12 00:15:03+00:00,In Progress,1-695801720
Org line G3,POLAND,Ewa,us,,Completed,Medium,PROD98,2012-03-12 00:16:23+00:00,Closed,1-695801720
Org line A2,Sweden,Agneta,se,A2_3,Accepted,Major,PROD153,2012-03-12 09:09:09+00:00,In Progress,1-695946177
Org line A2,Sweden,Agneta,se,A2_3,Completed,Major,PROD153,2012-03-13 19:23:55+00:00,Closed,1-695946177
Org line C,Belgium,Steve,se,E_10,Accepted,Medium,PROD646,2012-03-12 12:47:22+00:00,In Progress,1-696057890
Org line C,Belgium,Steve,se,E_10,Completed,Medium,PROD646,2012-04-25 14:06:39+00:00,Closed,1-696057890
Org line C,USA,Robert,us,E_4,Accepted,High,PROD793,2012-03-13 11:04:03+00:00,In Progress,1-696680265
Org line C,USA,Robert,us,E_4,Queued,High,PROD793,2012-03-13 11:05:43+00:00,Awaiting Assignment,1-696680265
Org line C,USA,Robert,us,E_4,Queued,High,PROD793,2012-03-17 10:34:44+00:00,Awaiting Assignment,1-696680265
Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-19 04:43:04+00:00,In Progress,1-696680265
Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-19 04:44:40+00:00,Wait,1-696680265
Org line C,INDIA,Hineesh,us,E_4,Completed,High,PROD793,2012-04-12 14:43:49+00:00,Closed,1-696680265
Org line C,INDIA,Mohsin,in,E_5,Queued,Medium,PROD327,2012-03-14 13:07:01+00:00,Awaiting Assignment,1-696835891
Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-03-14 14:13:40+00:00,In Progress,1-696835891
Org line C,INDIA,Mohsin,in,E_5,Completed,Medium,PROD327,2012-03-14 14:35:14+00:00,Closed,1-696835891
Org line C,Japan,Ryouhei,jp,E_10,Accepted,Major,PROD408,2012-03-13 16:35:26+00:00,In Progress,1-696839978
Org line C,Japan,Ryouhei,jp,E_10,Accepted,Major,PROD408,2012-03-13 16:37:53+00:00,Wait,1-696839978
Org line C,Japan,Ryouhei,jp,E_10,Completed,Major,PROD408,2012-04-10 04:48:53+00:00,Closed,1-696839978
Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-13 19:07:43+00:00,In Progress,1-697041731
Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-13 21:32:35+00:00,Wait,1-697041731
Org line C,INDIA,Hineesh,us,E_4,Completed,High,PROD793,2012-03-13 21:33:09+00:00,Closed,1-697041731
Org line C,INDIA,Hineesh,us,E_4,Accepted,High,PROD793,2012-03-28 13:23:16+00:00,In Progress,1-697041731
Org line C,INDIA,Hineesh,us,E_4,Completed,High,PROD793,2012-03-28 13:40:14+00:00,Closed,1-697041731
Org line G4,Sweden,Samira,se,,Accepted,Medium,PROD448,2012-03-14 11:56:15+00:00,In Progress,1-697366925
Org line G4,Sweden,Samira,se,,Completed,Medium,PROD448,2012-04-23 15:52:14+00:00,Closed,1-697366925
Org line C,Sweden,Praveen,se,E_10,Accepted,High,PROD802,2012-03-14 15:00:26+00:00,In Progress,1-697458590
Org line C,Sweden,Praveen,se,E_10,Queued,High,PROD802,2012-03-14 15:20:07+00:00,Awaiting Assignment,1-697458590
Org line C,Sweden,Rohit,se,E_10,Accepted,High,PROD802,2012-03-14 15:52:11+00:00,Assigned,1-697458590
Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2012-03-15 12:43:32+00:00,Awaiting Assignment,1-697458590
Org line C,Sweden,Lennart,se,C_6,Accepted,High,PROD802,2012-03-15 15:41:16+00:00,Assigned,1-697458590
Org line C,Sweden,Lennart,se,C_6,Accepted,High,PROD802,2012-03-16 12:22:28+00:00,In Progress,1-697458590
Org line C,Sweden,Steve,se,C_6,Accepted,High,PROD802,2012-03-16 12:48:25+00:00,Assigned,1-697458590
Org line C,Sweden,Steve,se,C_6,Accepted,High,PROD802,2012-03-16 12:49:45+00:00,Wait,1-697458590
Org line C,Sweden,Steve,se,C_6,Completed,High,PROD802,2012-05-07 14:28:53+00:00,Closed,1-697458590
Org line A2,Sweden,Maria,se,A2_4,Accepted,Medium,PROD591,2012-03-14 16:04:35+00:00,In Progress,1-697578650
Org line A2,Sweden,Maria,se,A2_4,Completed,Medium,PROD591,2012-03-16 10:45:58+00:00,Closed,1-697578650
Org line A2,Sweden,Agneta,se,A2_3,Accepted,High,PROD802,2012-03-15 10:15:22+00:00,In Progress,1-697811404
Org line A2,Sweden,Agneta,se,A2_3,Queued,High,PROD802,2012-03-15 10:34:49+00:00,Awaiting Assignment,1-697811404
Org line C,Sweden,Martin,se,C_6,Accepted,Major,PROD802,2012-03-15 15:13:24+00:00,In Progress,1-698044001
Org line C,Sweden,Martin,se,C_6,Queued,Major,PROD802,2012-03-15 15:17:08+00:00,Awaiting Assignment,1-698044001
Org line C,Sweden,Martin,se,C_6,Accepted,Major,PROD802,2012-03-15 15:51:42+00:00,Assigned,1-698044001
Org line C,Sweden,Martin,se,C_6,Accepted,Major,PROD802,2012-04-10 14:52:27+00:00,In Progress,1-698044001
Org line C,Sweden,Martin,se,C_6,Completed,Major,PROD802,2012-04-10 14:53:04+00:00,Closed,1-698044001
Org line G3,POLAND,Ewa,us,,Accepted,High,PROD98,2012-03-15 17:34:01+00:00,In Progress,1-698077265
Org line G3,POLAND,Ewa,us,,Completed,High,PROD98,2012-03-15 17:37:07+00:00,Closed,1-698077265
Org line C,Sweden,Gitt,se,E_2,Accepted,Medium,PROD327,2012-03-16 09:32:20+00:00,In Progress,1-698216063
Org line C,Sweden,Gitt,se,E_2,Queued,Medium,PROD327,2012-03-16 09:34:29+00:00,Awaiting Assignment,1-698216063
Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-03-16 09:49:14+00:00,In Progress,1-698346154
Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-03-16 09:53:10+00:00,Wait,1-698346154
Org line C,INDIA,Mohsin,in,E_5,Completed,Medium,PROD327,2012-03-16 12:56:17+00:00,Closed,1-698346154
Org line C,USA,Kymaria,us,V3_3,Accepted,Medium,PROD209,2012-03-16 14:27:31+00:00,In Progress,1-698524631
Org line C,USA,Kymaria,us,V3_3,Completed,Medium,PROD209,2012-03-23 18:42:08+00:00,Closed,1-698524631
Org line C,INDIA,Amar,se,C_3,Accepted,Medium,PROD325,2012-03-18 10:12:51+00:00,In Progress,1-698842669
Org line C,INDIA,Amar,se,C_3,Accepted,Medium,PROD325,2012-03-18 10:14:01+00:00,In Progress,1-698842669
Org line C,INDIA,Amar,se,C_3,Completed,Medium,PROD325,2012-03-18 10:14:24+00:00,Closed,1-698842669
Org line C,INDIA,Amar,se,C_3,Accepted,Medium,PROD325,2012-03-18 10:14:54+00:00,In Progress,1-698842669
Org line C,INDIA,Amar,se,C_3,Completed,Medium,PROD325,2012-04-18 13:24:24+00:00,Closed,1-698842669
Org line C,Sweden,Rakesh,se,E_10,Accepted,Medium,PROD631,2012-03-19 09:27:01+00:00,In Progress,1-698998499
Org line C,Sweden,Rakesh,se,E_10,Queued,Medium,PROD631,2012-03-20 11:51:53+00:00,Awaiting Assignment,1-698998499
Org line C,Sweden,Praveen,se,E_10,Queued,Medium,PROD631,2012-03-20 12:17:51+00:00,Awaiting Assignment,1-698998499
Org line C,Sweden,Martin,se,C_6,Queued,Medium,PROD631,2012-03-20 12:24:06+00:00,Awaiting Assignment,1-698998499
Org line C,Sweden,Martin,se,C_6,Accepted,Medium,PROD631,2012-03-20 12:35:50+00:00,In Progress,1-698998499
Org line C,Sweden,Martin,se,C_6,Accepted,Medium,PROD631,2012-03-28 14:52:47+00:00,Wait,1-698998499
Org line C,Sweden,Martin,se,C_6,Completed,Medium,PROD631,2012-04-11 14:05:03+00:00,Closed,1-698998499
Org line C,Sweden,Christer,se,C_6,Accepted,Major,PROD805,2012-03-19 09:22:37+00:00,In Progress,1-699010040
Org line C,Sweden,Christer,se,C_6,Completed,Major,PROD805,2012-05-23 10:55:42+00:00,Closed,1-699010040
Org line C,INDIA,-,in,E_7,Accepted,Medium,PROD473,2012-03-19 11:15:44+00:00,In Progress,1-699103215
Org line C,INDIA,-,in,E_7,Queued,Medium,PROD473,2012-03-19 11:17:15+00:00,Awaiting Assignment,1-699103215
Org line C,INDIA,-,in,E_7,Accepted,Medium,PROD473,2012-03-19 11:38:10+00:00,In Progress,1-699103215
Org line C,INDIA,-,in,E_7,Queued,Medium,PROD473,2012-03-29 13:11:40+00:00,Awaiting Assignment,1-699103215
Org line C,INDIA,-,in,E_7,Accepted,Medium,PROD473,2012-03-30 09:40:45+00:00,In Progress,1-699103215
Org line C,Sweden,Stefan,in,,Queued,Medium,PROD473,2012-04-04 15:15:56+00:00,Awaiting Assignment,1-699103215
Org line C,Sweden,Stefan,in,E_7,Accepted,Medium,PROD473,2012-04-05 17:46:00+00:00,In Progress,1-699103215
Org line C,Sweden,Stefan,in,E_7,Accepted,Medium,PROD473,2012-04-05 17:46:11+00:00,In Progress,1-699103215
Org line C,Sweden,Stefan,in,E_7,Completed,Medium,PROD473,2012-04-05 17:47:48+00:00,Closed,1-699103215
Org line C,INDIA,Mohsin,in,E_5,Queued,Medium,PROD327,2012-03-30 09:55:19+00:00,Awaiting Assignment,1-699661601
Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-04-02 10:11:03+00:00,In Progress,1-699661601
Org line C,INDIA,Mohsin,in,E_5,Completed,Medium,PROD327,2012-04-02 10:12:02+00:00,Closed,1-699661601
Org line C,Sweden,Mikael,se,C_6,Accepted,Major,PROD802,2012-03-21 11:06:24+00:00,In Progress,1-700362905
Org line C,Sweden,Mikael,se,C_6,Completed,Major,PROD802,2012-03-23 17:21:13+00:00,Closed,1-700362905
Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD424,2012-03-30 12:06:50+00:00,Awaiting Assignment,1-700498223
Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-03-30 12:10:35+00:00,In Progress,1-700498223
Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD424,2012-04-16 17:30:31+00:00,Awaiting Assignment,1-700498223
Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-04-16 17:46:31+00:00,In Progress,1-700498223
Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD424,2012-04-20 09:03:26+00:00,Awaiting Assignment,1-700498223
Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-04-20 10:00:46+00:00,In Progress,1-700498223
Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-04-20 11:05:03+00:00,Wait,1-700498223
Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2012-04-25 15:38:30+00:00,In Progress,1-700498223
Org line B,INDIA,Rijin,in,E_10,Completed,Medium,PROD424,2012-04-25 15:54:28+00:00,Closed,1-700498223
Org line A2,POLAND,Krzysztof,pl,A2_1,Accepted,Medium,PROD756,2012-03-23 04:02:26+00:00,In Progress,1-701429911
Org line A2,POLAND,Krzysztof,pl,A2_1,Accepted,Medium,PROD756,2012-03-23 04:05:55+00:00,Assigned,1-701429911
Org line A2,POLAND,Krzysztof,pl,A2_1,Accepted,Medium,PROD756,2012-03-26 13:38:36+00:00,In Progress,1-701429911
Org line A2,POLAND,Krzysztof,pl,A2_1,Accepted,Medium,PROD756,2012-03-28 12:23:39+00:00,Wait,1-701429911
Org line A2,POLAND,Krzysztof,pl,A2_1,Completed,Medium,PROD756,2012-04-10 09:50:05+00:00,Closed,1-701429911
Org line C,Sweden,Christer,se,C_6,Accepted,High,PROD802,2012-03-26 09:57:30+00:00,In Progress,1-702304430
Org line C,Sweden,Christer,se,C_6,Completed,High,PROD802,2012-05-09 16:34:19+00:00,Closed,1-702304430
Org line C,Sweden,Vesa,se,C_6,Queued,High,PROD805,2012-03-26 14:37:13+00:00,Awaiting Assignment,1-702482271
Org line C,Sweden,Jonas,se,V3_2,Accepted,Medium,PROD815,2012-03-29 10:02:18+00:00,In Progress,1-703190797
Org line C,INDIA,Vinodhkumar,se,E_5,Queued,Medium,PROD815,2012-03-29 10:02:48+00:00,Awaiting Assignment,1-703190797
Org line C,Sweden,Jörgen,se,E_4,Accepted,Medium,PROD815,2012-03-29 11:46:21+00:00,In Progress,1-703190797
Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2012-03-27 16:03:01+00:00,In Progress,1-703383433
Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2012-05-10 22:03:08+00:00,In Progress,1-703383433
Org line A2,Sweden,Britt,se,A2_1,Completed,Medium,PROD350,2012-05-10 22:04:17+00:00,Closed,1-703383433
Org line C,Sweden,John,se,C_6,Accepted,Medium,PROD660,2012-03-27 16:12:29+00:00,In Progress,1-703399394
Org line C,Sweden,John,se,C_6,Queued,Medium,PROD660,2012-03-27 16:18:11+00:00,Awaiting Assignment,1-703399394
Org line C,Sweden,John,se,C_6,Accepted,Medium,PROD660,2012-03-28 15:14:49+00:00,In Progress,1-703399394
Org line C,Sweden,John,se,C_6,Completed,Medium,PROD660,2012-03-28 15:14:54+00:00,Closed,1-703399394
Org line C,INDIA,-,in,E_7,Accepted,Medium,PROD671,2012-03-27 20:05:42+00:00,In Progress,1-703540157
Org line C,INDIA,-,in,E_7,Queued,Medium,PROD671,2012-03-27 20:14:23+00:00,Awaiting Assignment,1-703540157
Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD671,2012-03-27 20:23:26+00:00,Awaiting Assignment,1-703540157
Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD671,2012-03-30 12:09:42+00:00,In Progress,1-703540157
Org line C,INDIA,-,in,E_7,Queued,Medium,PROD671,2012-04-10 10:35:35+00:00,Awaiting Assignment,1-703540157
Org line C,Sweden,Praveen,in,E_10,Queued,Medium,PROD671,2012-05-09 06:09:41+00:00,Awaiting Assignment,1-703540157
Org line C,Sweden,Umar Farooque,in,E_10,Accepted,Medium,PROD671,2012-05-09 06:30:00+00:00,In Progress,1-703540157
Org line C,INDIA,-,in,E_7,Queued,Medium,PROD671,2012-05-09 06:51:24+00:00,Awaiting Assignment,1-703540157
Org line C,INDIA,-,in,E_7,Accepted,Medium,PROD671,2012-05-09 13:16:46+00:00,In Progress,1-703540157
Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD671,2012-05-09 14:39:11+00:00,Awaiting Assignment,1-703540157
Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD671,2012-05-10 03:32:47+00:00,In Progress,1-703540157
Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD671,2012-05-10 03:33:05+00:00,Wait,1-703540157
Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD671,2012-05-10 07:22:45+00:00,Awaiting Assignment,1-703540157
Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD671,2012-05-15 23:58:03+00:00,In Progress,1-703540157
Org line B,INDIA,Rijin,in,E_10,Completed,Medium,PROD671,2012-05-25 17:36:31+00:00,Closed,1-703540157
Org line C,Sweden,Jörgen,be,E_1,Accepted,Medium,PROD745,2012-03-28 17:06:47+00:00,In Progress,1-704229584
Org line C,Sweden,Jörgen,be,E_1,Completed,Medium,PROD745,2012-05-09 08:56:41+00:00,Closed,1-704229584
Org line C,Sweden,Praveen,se,E_10,Accepted,High,PROD802,2012-03-29 08:29:34+00:00,In Progress,1-704650867
Org line C,Sweden,Praveen,se,E_10,Queued,High,PROD802,2012-03-29 08:38:26+00:00,Awaiting Assignment,1-704650867
Org line C,Sweden,Partha,se,E_10,Accepted,High,PROD802,2012-03-29 09:36:58+00:00,In Progress,1-704650867
Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2012-03-29 09:38:10+00:00,Awaiting Assignment,1-704650867
Org line C,Sweden,Pascal,se,C_6,Accepted,High,PROD802,2012-03-29 13:36:59+00:00,In Progress,1-704650867
Org line C,Sweden,Pascal,se,C_6,Accepted,High,PROD802,2012-04-20 15:46:23+00:00,Wait,1-704650867
Org line C,Sweden,Pascal,se,C_6,Completed,High,PROD802,2012-05-04 14:51:55+00:00,Closed,1-704650867
Org line C,Belgium,Peter,be,E_1,Accepted,High,PROD597,2012-03-29 11:00:19+00:00,In Progress,1-704703712
Org line C,Belgium,Peter,be,E_1,Queued,High,PROD597,2012-03-29 11:09:15+00:00,Awaiting Assignment,1-704703712
Org line C,Sweden,Praveen,se,E_10,Accepted,High,PROD802,2012-03-29 16:39:14+00:00,In Progress,1-704977245
Org line C,Sweden,Praveen,se,E_10,Queued,High,PROD802,2012-03-29 16:49:03+00:00,Awaiting Assignment,1-704977245
Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2012-03-29 17:05:00+00:00,Awaiting Assignment,1-704977245
Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2012-04-25 17:57:01+00:00,Awaiting Assignment,1-704977245
Org line C,Sweden,Pascal,se,C_6,Accepted,Low,PROD802,2012-03-30 14:30:47+00:00,In Progress,1-705847575
Org line C,Sweden,Pascal,se,C_6,Completed,Low,PROD802,2012-03-30 14:37:12+00:00,Closed,1-705847575
Org line A2,Sweden,Ann-Charlotte,se,A2_3,Accepted,Low,PROD551,2012-04-02 11:41:55+00:00,In Progress,1-706866666
Org line A2,Sweden,Ann-Charlotte,se,A2_3,Completed,Low,PROD551,2012-04-11 10:26:26+00:00,Closed,1-706866666
Org line G4,Sweden,Håkan,se,,Accepted,High,PROD397,2012-04-02 15:07:28+00:00,In Progress,1-706988783
Org line G4,Sweden,Håkan,se,,Completed,High,PROD397,2012-05-09 13:51:26+00:00,Closed,1-706988783
Org line C,USA,Robert,in,E_4,Accepted,Low,PROD802,2012-04-02 19:18:47+00:00,In Progress,1-707300171
Org line C,USA,Robert,in,E_4,Accepted,Low,PROD802,2012-04-02 19:19:30+00:00,In Progress,1-707300171
Org line C,USA,Robert,in,E_4,Queued,Low,PROD802,2012-04-03 13:41:51+00:00,Awaiting Assignment,1-707300171
Org line C,Sweden,Prasad,in,E_10,Queued,Low,PROD802,2012-04-04 17:03:53+00:00,Awaiting Assignment,1-707300171
Org line C,USA,Robert,in,E_4,Queued,Low,PROD802,2012-04-10 13:43:12+00:00,Awaiting Assignment,1-707300171
Org line C,INDIA,Hineesh,in,E_4,Accepted,Low,PROD802,2012-04-16 12:50:45+00:00,Assigned,1-707300171
Org line C,Sweden,Prasad,in,E_10,Queued,Low,PROD802,2012-04-17 23:37:25+00:00,Awaiting Assignment,1-707300171
Org line C,Sweden,Jitender,in,E_10,Accepted,Low,PROD802,2012-04-18 08:32:42+00:00,In Progress,1-707300171
Org line C,Sweden,Jitender,in,E_10,Accepted,Low,PROD802,2012-05-17 16:45:11+00:00,In Progress,1-707300171
Org line C,Sweden,Jitender,in,E_10,Accepted,Low,PROD802,2012-05-17 17:01:19+00:00,Wait,1-707300171
Org line C,Sweden,Jitender,in,E_10,Completed,Low,PROD802,2012-05-22 11:32:42+00:00,Closed,1-707300171
Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-04-03 10:10:52+00:00,In Progress,1-707623601
Org line C,INDIA,Mohsin,in,E_5,Accepted,Medium,PROD327,2012-04-03 11:01:40+00:00,Wait,1-707623601
Org line C,INDIA,Mohsin,in,E_5,Completed,Medium,PROD327,2012-04-03 12:17:36+00:00,Closed,1-707623601
Org line B,INDIA,Aneesh V,in,E_10,Accepted,Medium,PROD424,2012-04-03 12:14:09+00:00,In Progress,1-707693471
Org line B,INDIA,Aneesh V,in,E_10,Completed,Medium,PROD424,2012-04-09 21:28:59+00:00,Closed,1-707693471
Org line G4,Sweden,Rickard,se,,Accepted,Low,PROD374,2012-04-03 12:24:46+00:00,In Progress,1-707704098
Org line G4,Sweden,Rickard,se,,Completed,Low,PROD374,2012-05-04 13:46:53+00:00,Closed,1-707704098
Org line G4,Sweden,Rickard,se,,Accepted,Medium,PROD374,2012-04-04 13:02:46+00:00,In Progress,1-708716045
Org line G4,Sweden,Rickard,se,,Completed,Medium,PROD374,2012-04-18 09:08:02+00:00,Closed,1-708716045
Org line C,Sweden,Praveen,se,E_10,Accepted,High,PROD802,2012-04-05 13:13:51+00:00,In Progress,1-709552565
Org line C,Sweden,Praveen,se,E_10,Queued,High,PROD802,2012-04-05 13:37:38+00:00,Awaiting Assignment,1-709552565
Org line C,Sweden,Pankaj,se,E_10,Accepted,High,PROD802,2012-04-05 13:41:57+00:00,In Progress,1-709552565
